;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
136;;;f;4.0;-22.980722689813064;-43.198816192408;Apartment;Entire home/apt;7;1.0;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo}";$342.00;$1,366.00;$171.00;6;$0.00;3;30;6;84.0;9.0;8.0;9.0;9.0;10.0;8.0;f;f;strict;2018;4
137;within a few hours;100%;f;1.0;-22.96470772020485;-43.18681563036254;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,Iron,""Hot water""}";$249.00;$700.00;$150.00;2;$80.00;3;90;1;60.0;8.0;6.0;2.0;6.0;8.0;8.0;t;f;moderate;2018;4
138;;;f;1.0;-22.907393357716803;-43.195541384814376;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$410.00;$1,708.00;$273.00;1;$137.00;3;30;0;;;;;;;;f;f;flexible;2018;4
139;;;f;1.0;-22.983985702412667;-43.22022915808086;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;{};$205.00;;;1;$0.00;10;180;0;;;;;;;;f;f;flexible;2018;4
140;within a few hours;100%;f;3.0;-22.9206190232728;-43.18155547155797;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$120.00;$500.00;$150.00;1;$0.00;2;365;2;60.0;8.0;6.0;8.0;6.0;8.0;5.0;f;f;moderate;2018;4
141;within a few hours;100%;f;3.0;-22.922884983499127;-43.18285360399622;Apartment;Entire home/apt;2;;1.0;1.0;Real Bed;{TV,Internet,Wifi,Kitchen,Doorman};$133.00;$683.00;$99.00;1;$0.00;3;365;0;;;;;;;;f;f;moderate;2018;4
142;within a few hours;100%;f;2.0;-22.967994723653412;-43.184942039939685;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Wide clearance to bed"",""Accessible-height bed"",""Wide doorway"",""Accessible-height toilet"",""Wide entryway"",""Host greets you""}";$348.00;$800.00;$180.00;5;$40.00;2;60;25;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
143;within an hour;100%;f;2.0;-22.948790216642426;-43.18146620052078;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",Beachfront}";$120.00;$600.00;$100.00;1;$40.00;4;365;27;93.0;9.0;9.0;10.0;9.0;9.0;9.0;f;f;strict;2018;4
144;within a few hours;82%;f;54.0;-22.983664362318876;-43.19738507913597;Apartment;Entire home/apt;5;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock""}";$236.00;$1,000.00;$150.00;3;$30.00;3;90;121;91.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
145;within a day;100%;f;3.0;-22.953477331987948;-43.187514058803046;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Step-free access"",""Wide clearance to bed"",""Step-free access""}";$79.00;$0.00;$0.00;1;$100.00;10;730;13;98.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;flexible;2018;4
146;;;f;4.0;-22.957832931119416;-43.199842440134354;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$133.00;$500.00;$100.00;1;$0.00;5;730;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
147;;;f;2.0;-23.01283031040271;-43.31187495721966;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Host greets you""}";$550.00;;;2;$150.00;2;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2018;4
148;within an hour;100%;f;3.0;-22.985971449435763;-43.19590955564227;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Host greets you""}";$82.00;$342.00;$70.00;1;$50.00;1;30;123;95.0;9.0;10.0;9.0;9.0;10.0;9.0;t;f;moderate;2018;4
149;within a few hours;100%;f;4.0;-22.984268916642534;-43.196892286123415;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$844.00;$632.00;;1;$0.00;4;365;13;82.0;9.0;10.0;8.0;8.0;10.0;8.0;f;f;strict;2018;4
150;;;f;1.0;-23.00053631075203;-43.30655020165483;House;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{Internet,Wifi,""Smoking allowed""}";$201.00;;$50.00;1;$100.00;1;730;0;;;;;;;;f;f;strict;2018;4
151;within an hour;100%;t;1.0;-22.982973037075407;-43.19387723874913;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";$201.00;$350.00;$95.00;2;$35.00;2;60;70;95.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
152;;;f;1.0;-22.99958498004661;-43.31079752696984;Loft;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",""Smoking allowed"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",Waterfront,""Lake access""}";$615.00;;;2;$120.00;2;21;16;95.0;10.0;10.0;10.0;9.0;9.0;9.0;f;f;strict;2018;4
153;within a few hours;100%;f;1.0;-22.95121305714317;-43.177092859922034;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$751.00;$3,415.00;$273.00;3;$137.00;3;365;14;90.0;9.0;9.0;10.0;9.0;9.0;9.0;t;f;strict;2018;4
154;;;f;3.0;-22.858977262512127;-43.36761867146095;House;Private room;4;4.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,""Free parking on premises"",""Smoking allowed"",Breakfast,""Family/kid friendly"",Washer,Dryer,Essentials}";$62.00;$312.00;$31.00;1;$78.00;1;365;6;80.0;8.0;9.0;8.0;8.0;7.0;7.0;f;f;strict;2018;4
155;within a few hours;100%;f;1.0;-22.962249575405185;-43.22077434169172;House;Private room;4;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Breakfast,Washer}";$307.00;;$137.00;1;$273.00;3;90;6;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;flexible;2018;4
156;within an hour;100%;f;5.0;-22.915556662966683;-43.19393799276147;House;Private room;3;1.0;1.0;2.0;Real Bed;"{Wifi,Kitchen,""Pets live on this property"",Cat(s),Essentials}";$51.00;$0.00;$30.00;1;$40.00;2;10;11;86.0;9.0;9.0;10.0;9.0;9.0;8.0;f;f;strict;2018;4
157;within an hour;100%;t;9.0;-22.988021959068423;-43.19466331624062;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$99.00;$400.00;$200.00;1;$0.00;8;30;157;96.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
158;within a few hours;100%;f;1.0;-22.934306744701157;-43.18876852417922;Condominium;Private room;3;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",""Lock on bedroom door"",Hangers,""Hair dryer"",""Private entrance"",""Hot water"",""Host greets you"",""Paid parking on premises""}";$222.00;$0.00;$68.00;1;$171.00;3;20;2;90.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;2018;4
159;;;f;1.0;-22.97467278414359;-43.18732878020639;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Breakfast,Elevator}";$376.00;;;3;$137.00;3;365;0;;;;;;;;f;f;flexible;2018;4
160;;;f;1.0;-22.97056997945264;-43.33668172367017;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",""Lock on bedroom door"",Iron,""Laptop friendly workspace""}";$301.00;;;1;$0.00;3;10;0;;;;;;;;f;f;flexible;2018;4
161;within an hour;100%;f;3.0;-22.96536480072316;-43.17978943850517;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Host greets you""}";$208.00;$490.00;$150.00;2;$0.00;1;89;170;96.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
162;;;f;1.0;-22.912966922142644;-43.18336733951112;Apartment;Private room;4;;1.0;3.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$249.00;;;1;$50.00;2;1125;0;;;;;;;;f;f;moderate;2018;4
163;within a few hours;100%;f;1.0;-22.9287697773533;-43.1765159584629;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",Other}";$92.00;;;1;$80.00;2;15;38;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
164;within an hour;100%;f;1.0;-22.98250440315821;-43.20504248953429;Apartment;Entire home/apt;6;3.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",Bathtub,""Stair gates"",""Babysitter recommendations"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";$632.00;$2,433.00;$292.00;2;$92.00;3;120;34;86.0;9.0;7.0;9.0;10.0;10.0;9.0;t;f;strict;2018;4
165;within a few hours;100%;f;7.0;-23.012688720806292;-43.43702903664428;Bed and breakfast;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$140.00;;;1;$85.00;1;365;22;94.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
166;within a few hours;100%;f;7.0;-23.01356230032978;-43.438272490134416;Bed and breakfast;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$140.00;;;1;$85.00;1;365;16;91.0;9.0;9.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
167;;;f;1.0;-22.981113474453824;-43.22603123886236;Apartment;Entire home/apt;6;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}";$430.00;$2,000.00;$150.00;4;$150.00;4;900;28;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
168;within a day;100%;f;1.0;-22.96358852755516;-43.17044402824421;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,""Family/kid friendly"",Essentials,""translation missing: en.hosting_amenity_50""}";$120.00;$0.00;$0.00;2;$50.00;2;365;2;80.0;9.0;8.0;7.0;9.0;9.0;8.0;f;f;flexible;2018;4
169;;;f;1.0;-22.917341503199783;-43.2116821021906;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace""}";$113.00;;;1;$0.00;1;730;0;;;;;;;;t;f;flexible;2018;4
170;within a day;100%;t;4.0;-22.985063379738108;-43.19080239449892;Bed and breakfast;Private room;5;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Family/kid friendly"",Washer}";$1,781.00;;$188.00;1;$0.00;2;15;2;100.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;strict;2018;4
171;a few days or more;0%;f;1.0;-22.970050414924632;-43.18282570867717;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",Elevator,Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Room-darkening shades"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Wide hallway clearance"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",Beachfront,""Handheld shower head""}";$700.00;;;1;$0.00;1;30;0;;;;;;;;t;f;moderate;2018;4
172;;;f;1.0;-22.968400198938188;-43.41458170982648;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Shampoo,Hangers,Iron}";$301.00;$1,000.00;$150.00;1;$100.00;3;365;0;;;;;;;;f;f;strict;2018;4
173;within a day;100%;t;4.0;-22.985395876957817;-43.19105409243839;Bed and breakfast;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,Washer,""First aid kit"",""Lock on bedroom door""}";$168.00;;$188.00;1;$0.00;2;15;20;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
174;within a day;100%;t;4.0;-22.986449836638936;-43.18893743508961;Bed and breakfast;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Family/kid friendly"",Washer,""First aid kit"",""Lock on bedroom door""}";$79.00;;$188.00;1;$0.00;2;15;20;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
175;within a day;100%;t;4.0;-22.986801400008023;-43.19098086935042;Bed and breakfast;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Family/kid friendly"",Washer,""First aid kit"",""Lock on bedroom door"",""Window guards""}";$99.00;;$188.00;1;$0.00;2;15;28;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
176;within a day;100%;f;1.0;-22.982268367253045;-43.490682831136525;House;Entire home/apt;16;5.0;5.0;16.0;Real Bed;"{TV,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",Washer}";$857.00;$2,000.00;$252.00;1;$157.00;2;365;1;;6.0;4.0;10.0;8.0;8.0;8.0;f;f;strict;2018;4
177;;;f;1.0;-22.94122100468556;-43.17632619237118;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$683.00;;;1;$0.00;1;760;0;;;;;;;;f;f;flexible;2018;4
178;within a few hours;67%;f;4.0;-22.983346658739027;-43.1961752425146;Apartment;Entire home/apt;7;2.0;3.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$601.00;$0.00;$0.00;1;$100.00;30;90;3;90.0;10.0;8.0;9.0;10.0;8.0;8.0;f;f;strict;2018;4
179;within an hour;100%;t;1.0;-22.916465076543048;-43.1787430126655;Loft;Entire home/apt;4;1.0;1.0;2.0;Pull-out Sofa;"{Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Free street parking"",""Family/kid friendly"",Essentials,""24-hour check-in"",""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$171.00;;;3;$0.00;2;30;211;97.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;moderate;2018;4
180;within an hour;100%;f;2.0;-22.92806691643335;-43.24069136442068;Apartment;Private room;2;;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",""Fire extinguisher""}";$199.00;;;1;$0.00;1;365;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
181;;;f;2.0;-22.98207008198802;-43.194626907509445;Apartment;Private room;1;3.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$120.00;;$150.00;1;$0.00;3;180;0;;;;;;;;f;f;strict;2018;4
182;within an hour;100%;t;1.0;-23.00545912456265;-43.4403467479645;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Host greets you""}";$175.00;;;2;$50.00;5;20;69;94.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2018;4
183;within an hour;100%;f;7.0;-22.979614194800607;-43.191656465406496;Condominium;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$201.00;$0.00;$137.00;1;$51.00;7;365;21;93.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
184;within an hour;100%;t;4.0;-22.983972416619157;-43.203526747032086;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Outlet covers"",""High chair"",""Stair gates"",""Window guards"",""Table corner guards"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Host greets you""}";$92.00;$699.00;$155.00;2;$94.00;1;89;284;94.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2018;4
185;within an hour;100%;f;2.0;-22.980739102156097;-43.22571688846474;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$249.00;$0.00;$100.00;1;$50.00;2;1125;7;97.0;9.0;10.0;10.0;9.0;10.0;9.0;t;f;moderate;2018;4
186;within an hour;100%;f;1.0;-22.937286676508734;-43.17459193170093;Apartment;Entire home/apt;6;1.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Family/kid friendly"",Essentials,""24-hour check-in"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$208.00;;$68.00;2;$0.00;2;60;100;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
187;within a day;57%;f;9.0;-22.979823951341192;-43.19018555961728;Apartment;Entire home/apt;7;2.5;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$649.00;$2,000.00;$150.00;4;$50.00;5;90;0;;;;;;;;f;f;strict;2018;4
